ID,review,sentiment_label,vader_sentiment
3244,"Got lost in the medina and ended up in a shady part of town, not fun 😬",Negative,Negative
3245,"The Jemaa el-Fna square at night is pure magic, loved the street food and performers 🎉",Positive,Positive
3246,"Our hotel was nice, but the pool was tiny, expected more for the price.",Neutral,Positive
3247,"The scams in Marrakech are real, be careful with the taxi drivers and vendors 😡",Negative,Negative
3248,"The tagine at our riad was delicious, but the service was slow.",Neutral,Positive
3249,"Marrakech is a city like no other, the culture and history are so rich and fascinating 🤩",Positive,Positive
3250,"The heat and crowds were overwhelming at times, but the beauty of the city made up for it.",Neutral,Positive
3251,"The locals are very pushy when it comes to selling you things, can be annoying 😒",Negative,Negative
3252,"The architecture in Marrakech is stunning, loved the mix of old and new.",Positive,Positive
3253,"The food prices in Marrakech are pretty reasonable, but the quality varies.",Neutral,Positive
3254,"The view from the Atlas Mountains is incredible, worth the early morning hike 🏔️",Positive,Positive
3255,"The city can be quite intimidating at first, but once you get used to it, it's amazing 😊",Positive,Positive
3256,"Just got back from Marrakech and I'm still reeling from the experience, wow! 🌟",Positive,Positive
3257,"Meh, Jemaa el-Fna square was okay, but too many people trying to sell me stuff.",Neutral,Positive
3258,"The Majorelle Garden was stunning, a tranquil oasis in the midst of chaos 🌿",Positive,Negative
3259,"Our riad was beautiful, but the heat was almost unbearable at times.",Neutral,Positive
3260,"Got scammed by a taxi driver on the first day, not a great start to the trip 😡",Negative,Negative
3261,"The food in Marrakech is amazing, especially the tagine, I had it every day! 🍴",Positive,Positive
3262,"The architecture in Marrakech is so unique and breathtaking, loved it!",Positive,Positive
3263,"Took a trip to the Atlas Mountains, the scenery was gorgeous but the hike was tough.",Neutral,Positive
3264,"The locals were so friendly and hospitable, made us feel right at home 😊",Positive,Positive
3265,"Our hotel was nice, but the staff seemed a bit unfriendly at times.",Neutral,Negative
3266,"Jemaa el-Fna square at night is a whole different experience, so much energy! 👍",Positive,Positive
3267,"The heat in Marrakech is no joke, be sure to pack light and stay hydrated.",Neutral,Positive
3268,"Got lost in the medina and ended up in a shady part of town, not fun 😬",Negative,Negative
3269,"The tagine at this one restaurant was just meh, not worth the hype.",Negative,Negative
3270,"Marrakech is a city like no other, the mix of old and new is fascinating 🤩",Positive,Positive
3271,"Took a cooking class and learned how to make the perfect tagine, so much fun! 🍳",Positive,Positive
3272,"The scams in Marrakech are real, be careful with the taxi drivers and vendors.",Negative,Negative
3273,"The Bahia Palace was stunning, a must-see when in Marrakech 🏰",Positive,Positive
3274,"Our riad was nice, but the breakfast was pretty basic.",Neutral,Positive
3275,"Marrakech is a city that will leave you exhausted but also inspired, what a trip! 😌",Positive,Positive
3276,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive,Neutral
3277,"Meh, the heat was unbearable at times, but the locals were super friendly.",Neutral,Positive
3278,"Jemaa el-Fna square was insane, loved the energy! 😃",Positive,Positive
3279,"Our riad was a hidden gem, beautiful architecture and comfy rooms.",Positive,Positive
3280,"Be careful with the taxi drivers, they'll try to scam you for sure. 🚨",Negative,Negative
3281,"The food was amazing, especially the tagine at this one spot near the square.",Positive,Positive
3282,"Majorelle Garden was stunning, but the crowds were a bit much. 🌿",Neutral,Positive
3283,"The Atlas Mountains were breathtaking, highly recommend a day trip. 🏔️",Positive,Positive
3284,"Our hotel was nice, but the staff seemed a bit unfriendly at times.",Neutral,Negative
3285,"The locals were so warm and welcoming, made us feel right at home. ❤️",Positive,Positive
3286,"The souks were overwhelming, but we found some great deals on souvenirs.",Neutral,Positive
3287,"Watch out for the scammers in the medina, they're everywhere. 😡",Negative,Neutral
3288,"The tagine at our riad was to die for, best meal of the trip. 👌",Positive,Positive
3289,"The architecture in Marrakech is so unique and beautiful, loved exploring the city.",Positive,Positive
3290,"We got lost in the medina, but it was actually a great way to discover new things. 🗺️",Neutral,Positive
3291,"The heat was intense, but we managed to stay cool in our hotel pool. 🏊‍♀️",Neutral,Positive
3292,"Marrakech was a bit of a culture shock, but we loved the experience. 🌎",Positive,Positive
3293,"The food was a bit spicy for my taste, but the mint tea was amazing. 🍵",Neutral,Positive
3294,"We had a great time at Jemaa el-Fna, but be prepared for chaos. 😂",Positive,Negative
3295,"The scenery in the Atlas Mountains was stunning, but the hike was tough. 🏃‍♂️",Neutral,Neutral
3296,Just got back from Marrakech and I'm still reeling from the experience! 😍,Positive,Neutral
3297,"Majorelle Garden was meh, not worth the hype or the entrance fee.",Negative,Negative
3298,Our riad was a serene oasis in the midst of the bustling medina 🌴,Positive,Positive
3299,"Be careful with the taxis, they'll rip you off if you're not careful 😒",Negative,Positive
3300,"The food was amazing, especially the tagine at this one restaurant near Jemaa el-Fna 🍴",Positive,Positive
3301,"The heat was almost unbearable, but the scenery made up for it ☀️",Neutral,Neutral
3302,"Locals were super friendly and hospitable, made us feel right at home 🏠",Positive,Positive
3303,"Jemaa el-Fna square at night is a must-see, the energy is electric ⚡️",Positive,Positive
3304,"The architecture in Marrakech is stunning, a mix of old and new 🌆",Positive,Positive
3305,"Took a day trip to the Atlas Mountains, breathtaking views but a long drive 🚗",Neutral,Positive
3306,"Our hotel was nice, but the staff seemed a bit unfriendly 😐",Negative,Negative
3307,"Had the best moroccan tea at a small cafe in the medina, so refreshing 🍵",Positive,Positive
3308,"Be prepared to haggle, it's a way of life in the markets 🛍️",Neutral,Positive
3309,"The snake charmers at Jemaa el-Fna were pretty cool, but also a bit scary 🐍",Neutral,Negative
3310,"Marrakech is a city like no other, the sounds, the smells, the sights... wow 😲",Positive,Positive
3311,"Got lost in the medina, but that's all part of the adventure, right? 😂",Positive,Positive
3312,"The scams are real, be careful with your belongings and don't trust everyone 🚫",Negative,Negative
3313,"Took a cooking class and learned how to make the perfect tagine, yum 🍲",Positive,Positive
3314,"The locals seem to appreciate when you try to speak their language, even if it's just a few words 🙏",Positive,Positive
3315,"Marrakech is a city that will leave you exhausted but also exhilarated, what a trip! 😅",Positive,Positive
3316,Just got back from Marrakech and I'm still reeling from the experience! Jemaa el-Fna square was insane 🤯,Positive,Negative
3317,"Meh, the heat was unbearable, but our riad was an oasis 🌊",Neutral,Neutral
3318,"The food here is amazing, especially the tagine at this one spot near Majorelle Garden 😋",Positive,Positive
3319,"Beware of scams, got ripped off by a taxi driver on the way to the Atlas Mountains 🚗",Negative,Negative
3320,"Locals were so friendly and welcoming, made our trip even more special 🙏",Positive,Positive
3321,"The architecture in Marrakech is stunning, but some areas feel really run down 🏙️",Neutral,Positive
3322,"Wow, the Atlas Mountains are breathtaking, highly recommend a day trip 🏔️",Positive,Positive
3323,"Our hotel was nice, but the staff seemed a bit unfriendly, which was a bummer ☹️",Negative,Negative
3324,"Tagine for breakfast, lunch, and dinner - I'm in food heaven 🍴",Positive,Positive
3325,"Jemaa el-Fna square at night is a must-see, but be prepared for crowds and chaos 🌃",Neutral,Negative
3326,"Majorelle Garden was so peaceful, a great escape from the city noise 🌺",Positive,Positive
3327,"Got lost in the medina and ended up in some sketchy areas, be careful 👀",Negative,Negative
3328,"The locals' hospitality is truly heartwarming, they made us feel at home ❤️",Positive,Positive
3329,"The heat in Marrakech is no joke, stay hydrated 🌟",Neutral,Neutral
3330,"Scams are rampant, be careful with your belongings and watch out for pickpocketing 🤑",Negative,Negative
3331,"Our riad was beautiful, but the WiFi was spotty, which was frustrating 📱",Neutral,Negative
3332,"I'm obsessed with the food in Marrakech, especially the street food 🍔",Positive,Negative
3333,"The architecture in Marrakech is so unique and stunning, a photographer's dream 📸",Positive,Positive
3334,"The taxis here are a nightmare, agree on a price before you get in 🚕",Negative,Positive
3335,"Marrakech is a city like no other, the energy is palpable and infectious 💃",Positive,Positive
3336,"Jemaa el-Fna square is insane, so much energy! 🌟",Positive,Negative
3337,"Meh, Majorelle Garden was pretty but not worth the hype.",Negative,Neutral
3338,"Our riad was stunning, perfect oasis from the heat 🌴",Positive,Positive
3339,"Be careful with taxis, they'll scam you if they can 😡",Negative,Negative
3340,"The tagine at this one restaurant was to die for, wow! 🍴",Positive,Negative
3341,The architecture in Marrakech is so unique and beautiful 🏙️,Positive,Positive
3342,"The Atlas Mountains were breathtaking, a must-see!",Positive,Positive
3343,"Locals were super friendly and welcoming, loved the vibes 😊",Positive,Positive
3344,"It was way too hot, couldn't enjoy the city as much 😓",Negative,Negative
3345,"The food was meh, not impressed with the local cuisine 🤔",Negative,Negative
3346,"Jemaa el-Fna at night is a whole different experience, so cool! 🌃",Positive,Positive
3347,"Our hotel was decent, but the staff could've been more helpful 🤷‍♀️",Neutral,Positive
3348,Majorelle Garden was a nice escape from the chaos 🌺,Positive,Negative
3349,"Scams are everywhere, be careful with your belongings 😬",Negative,Negative
3350,"The souks were overwhelming, but fun to explore 🛍️",Neutral,Positive
3351,"The heat was unbearable, made it hard to enjoy the city 🥵",Negative,Positive
3352,"The locals were really helpful, gave us great tips and directions 🙏",Positive,Positive
3353,"Tagine is life, I'm obsessed with the flavors now 😋",Positive,Negative
3354,"The old medina is a maze, easy to get lost but fun to explore 🗺️",Neutral,Positive
3355,"Marrakech is a city like no other, the energy is infectious 🌟",Positive,Positive
3356,"Marrakech is an assault on the senses, but in a good way! 🌟",Positive,Positive
